inscribed_circle_radius,wings_body_ratio,central_rgb_variation,ID,bug_type,species
14.142135623730951,572.0819359864347,43.90880575406131,180,Wasp,Isodontia mexicana
150.14659503298768,3.2422021515223522,51.66544343628206,181,Bee,Anthidium
167.72000476985446,2.824369375877068,51.15809223142579,182,Bee,Anthidium
273.3093485411723,1.4969543699700971,37.628030544629155,183,Bumblebee,Bombus pascuorum
205.08047201037937,3.3085587014604947,41.63186333020385,184,Bee,Apis mellifera
205.08047201037937,3.3085587014604947,51.32957872162328,185,Bee,Apis mellifera
169.4018890095385,4.050608555445172,47.31621817568769,186,Bumblebee,Bombus pascuorum
121.82364302548172,4.448394566908967,43.22401386345168,187,Bee,Anthidium
223.8146554629522,4.698790987090468,61.94964047221425,188,Butterfly,Pieris rapae
241.0,4.205992413932139,55.59457730096108,189,Butterfly,Pieris rapae
350.0,0.48704764567280234,46.42425013733985,190,Bumblebee,Bombus hortorum
125.51493934986385,4.707210994090671,30.361860937152557,191,Bee,Megachile centuncularis
300.24156940703597,1.753019461788949,61.912248631997585,192,Butterfly,Polyommatus icarus
332.48759375351136,1.8868507981017424,53.86151330233591,193,Butterfly,Polyommatus icarus
156.1569723067145,6.003352690028778,57.89030116197576,194,Bee,Anthidium manicatum
201.10942295178512,3.6687784797034713,38.83193272300108,195,Bee,Anthidium manicatum
188.83061192507955,4.700118865451136,59.743154263192515,196,Bee,Anthidium manicatum
126.87395319765204,10.15856395505606,54.30421396304584,197,Bee,Anthidium manicatum
125.0,10.487085685269776,33.94976814969405,198,Bee,Anthidium manicatum
144.5856147754679,12.345444604851352,63.2263723528744,199,Bee,Anthidium manicatum
275.1817581163403,1.862691430151234,45.998213626364816,200,Bumblebee,Bombus pascuorum
129.0271289303145,8.31050681085314,55.508686142046976,201,Bumblebee,Bombus lapidarius
158.0,10.206843932266967,34.37270629876971,202,Bumblebee,Bombus lapidarius
402.54813376787627,2.2525241838619974,43.5674162319246,203,Hover fly,Eristalis
210.0,5.488194859645846,52.67390692021588,204,Bumblebee,Bombus hortorum
230.9328906847182,3.9888941837106797,45.07128236538773,205,Bumblebee,Bombus hortorum
116.04309544302927,11.267033296059461,49.66552269162995,206,Bee,Apis mellifera
342.1607809203153,3.131138884333539,77.21051735427365,207,Butterfly,Macroglossum stellatarum
187.82971010998233,4.744248355926566,57.98094899713039,208,Butterfly,Macroglossum stellatarum
163.71316379570703,2.0877555379709016,42.705000003583244,209,Bumblebee,Bombus hortorum
221.30521909796886,0.9221235027289449,70.49192465756778,210,Bumblebee,Bombus hortorum
145.6193668438371,3.880476385074507,70.1217073870431,211,Bee,Thyreus
106.01886624558857,3.350112393843941,53.364442931629675,212,Bee,Thyreus
62.24146527838174,25.866208917096323,49.10996713700995,213,Bee,Apis mellifera
268.8382413273826,2.712088545950244,42.016207352376625,214,Bumblebee,Bombus hortorum
191.7706964058899,2.3395273633878224,68.64753918044656,215,Bumblebee,Bombus hortorum
209.4612135933524,5.273361572342273,71.95414872097604,216,Bumblebee,Bombus hortorum
194.3707796969493,3.686738145789108,56.30141630402943,217,Bee,Apis mellifera
206.92993983471797,2.4570817547635477,53.51328467537781,218,Bumblebee,Bombus pascuorum
313.765836253726,2.715194240859192,49.46833773191852,219,Bumblebee,Bombus hortorum
247.88101984621574,4.397918165593225,74.6259578393856,220,Bumblebee,Bombus hortorum
325.16149833582693,1.7807663651036254,52.780107519137516,221,Bumblebee,Bombus hortorum
198.66806487203723,6.76821611415277,63.802914231373904,222,Bumblebee,Bombus hortorum
181.0,0.8002906047162293,58.68601018494289,223,Bee,Trachusa byssina 
228.2805291740844,2.294609939558418,44.73705745165552,224,Butterfly,Macroglossum stellatarum
34.539832078341085,208.42896126826452,30.849319228722294,225,Butterfly,Macroglossum stellatarum
152.95751043999115,7.270778179612575,46.716334150086915,226,Bumblebee,Bombus hortorum
146.4547711752676,9.425379657963434,46.613669505569185,227,Bumblebee,Bombus hortorum
169.11830178901394,2.4804967422827606,67.50262579933617,228,Bumblebee,Bombus hortorum
100.0,19.456121173624073,27.311050257136,229,Bee,Apis mellifera
176.32356620712955,5.5606339748342695,58.94027935791837,230,Bumblebee,Bombus hortorum
240.62626623043462,1.2828746777587356,52.61097077557605,231,Bee,Apis mellifera
146.82302271782856,1.8982191181748795,40.467069836172016,232,Bee,Apis mellifera
159.0,2.9209492613530568,27.886849952134337,233,Bee,Trachusa byssina 
275.98007174431996,2.951033738699428,54.002627829320375,234,Butterfly,Macroglossum stellatarum
41.0,32.40208744387991,62.018929956446776,235,Bee,Thyreus
399.0050124998432,4.6681452729194675,26.760410259971337,236,Butterfly,Aglais urticae
409.19066460514466,2.132868722664677,73.07914867574276,237,Butterfly,Aglais urticae
265.1980392084376,7.038616784145911,84.62920911252031,238,Butterfly,Aglais urticae
140.13208055259867,7.856639878963862,55.734792950383174,239,Wasp,Vespula germanica
83.21658488546619,24.902105011259582,67.86464261052426,240,Wasp,Vespula germanica
142.52368224263643,6.655577630876852,55.266926714711595,241,Wasp,Vespula germanica
155.46703830716015,7.455282495518946,55.17911289639383,242,Wasp,Vespula germanica
221.65288177689007,2.7548969282973084,42.36071480503218,243,Bee,Anthidium manicatum
81.83520025025906,6.107431511198019,40.049668384661054,244,Bee,Apis mellifera
106.06601717798213,3.9540053032918863,36.71288362886185,245,Bee,Apis mellifera
83.54639429682169,5.84074395227589,46.83386590749611,246,Bee,Apis mellifera
95.1892851112981,15.904710519878133,44.99679841535081,247,Bee,Apis mellifera
45.5411901469428,24.903733167840013,47.50024566293243,248,Bee,Apis mellifera
100.22474744293447,8.095265321278644,33.79564285325103,249,Bee,Apis mellifera
126.57013865837392,10.14283296952995,51.754354502096454,250,Bee,Apis mellifera
